          X6_PropComm  X8_Balance X9_LUEntropy X10_HousingDiv X11_IntDensity X12_CycleConnect X13_DestScore   X16_CBDDist
6747-bus  -0.2787164921   0.701778560 -0.2628158382 -0.2928262   0.22976590  0.562539164           0.19162281           -0.54701669
8059-bus  -0.0340207688   1.033711825 -0.2624711566 -0.2928262   0.82634153 -0.866902824          -0.29999168            1.79623907
7614-bus  -0.3475371643   0.796616636 -0.2624334903 -0.7746296   0.29605208  0.371946899          -0.05418444           -0.22074057
4934-bus  -0.6572301890   0.180169145 -0.2623702394  0.1889772  -1.02967153 -0.009237631          -0.29999168            0.07587408
7508-bus  -0.4775317673   0.749197598 -0.2622285088 -0.7746296   0.22976590  0.477831491           0.19162281           -0.19107911
7622-bus  -0.3245969402   0.701778560 -0.2621870861 -0.7746296   0.49491062  0.424889195          -0.29999168           -0.10209471
7631-bus  -0.3590072763   0.701778560 -0.2618988530 -0.7746296   0.56119680  0.424889195          -0.29999168            0.07587408
6309-bus  -0.3857708710   0.417264334 -0.2618690043  1.1525840  -0.03537882  0.551950705          -0.79160617           -0.81396988
6451-bus  -0.0378441395   0.844035673 -0.2618065657 -1.2564330   0.16347972  0.149589256          -0.05418444           -0.90295428
5267-bus   0.3712565228   0.654359522 -0.2615021899  0.6707806  -1.02967153  0.414300736          -0.54579893            0.16485847
6654-bus   0.5738951687   0.227588183 -0.2613627944  0.1889772   0.62748298  0.075470042          -0.05418444           -0.96227721
7064-bus   0.5165446085  -3.376258687 -0.2613395449 -0.2928262  -0.83081299 -3.069302333          -0.05418444            0.52079606
3741-bus  -0.3857708710  -0.388859308 -0.2613354838 -0.7746296  -0.03537882  0.191943093           0.19162281           -0.30972497
6928-bus   0.2336151785  -0.341440271 -0.2611249184  0.1889772   0.76005534 -0.189241437          -0.54579893           -0.78430842
8807-bus  -0.2748931214   0.749197598 -0.2609808526  2.5979942   1.09148625  0.615481460          -0.29999168            1.02504097
7386-bus   0.2871423680   0.369845296 -0.2609330337 -0.2928262  -0.36680973  0.287239226          -0.54579893           -0.13175618
7536-bus   0.1839113597   0.464683371 -0.2609330337 -0.2928262  -0.49938209  0.340181522          -0.29999168           -0.30972497
7399-bus   0.1533243943   0.512102409 -0.2608612547 -0.2928262  -0.36680973  0.297827685          -0.29999168           -0.36904790
8929-bus   0.2794956266  -0.388859308 -0.2607561750 -0.7746296   1.29034479  0.001350828          -0.54579893            0.87673364
4764-bus  -0.6419367063   0.132750107 -0.2606961730  0.1889772  -1.49367480 -0.093945305          -0.79160617           -1.58516798
6606-bus   0.4821342725   0.369845296 -0.2606955638 -0.2928262   0.56119680  0.128412338           0.19162281           -0.90295428
3717-bus  -0.2557762680  -0.056926044 -0.2606621617 -0.2928262  -0.36680973 -0.305714488           1.66646627           -1.11058454
8427-bus  -0.2634230094   0.749197598 -0.2606217542  0.1889772   0.36233826  0.266062307          -1.03741341           -0.10209471
5970-bus  -0.3743007590  -0.531116422 -0.2606055100  0.6707806  -0.56566827  0.022527746           0.43743005            0.31316580
5538-bus   1.1397540288  -3.660772914 -0.2605891643  0.6707806  -0.56566827 -4.223444383           0.68323730            2.09285372
8412-bus  -0.3781241297   0.512102409 -0.2605514980 -0.2928262   1.09148625  0.202531552          -0.54579893           -0.04277178
3754-bus  -0.4622382845  -0.199183157 -0.2604549466 -0.7746296  -0.03537882  0.287239226           0.19162281           -0.28006351
6043-bus  -0.6572301890   0.891454711 -0.2604481443  0.1889772   0.03090736  0.499008409          -0.79160617           -0.10209471
10350-bus -0.4010643537  -0.056926044 -0.2603606287 -0.2928262   1.15777243  0.096646961          -0.54579893            0.31316580
9506-bus   0.0921504635   0.464683371 -0.2603112869 -1.2564330   0.69376916  0.329593062           0.19162281            0.19451994
7103-bus  -0.3245969402  -0.388859308 -0.2602895603  1.1525840   0.16347972  0.033116206           0.68323730           -0.99193867
10347-bus -0.3704773883   0.085331069 -0.2601425503 -0.2928262   1.15777243  0.128412338          -0.54579893            0.43181166
5432-bus  -0.6075263702   0.369845296 -0.2600150333  0.1889772  -1.29481625 -0.062179927          -0.05418444           -0.22074057
8888-bus  -0.4048877244   0.844035673 -0.2599839663  1.6343874   1.09148625  0.689600674          -0.29999168            0.37248873
5411-bus  -0.5654692928   0.180169145 -0.2599074155 -0.2928262  -1.29481625 -0.072768386           0.19162281           -0.33938644
7635-bus  -0.4278279485   0.796616636 -0.2597444658 -0.7746296   0.69376916  0.424889195          -0.29999168            0.13519701
6321-bus  -0.6304665943   0.606940485 -0.2596927890  1.6343874   0.42862444  0.626069919          -0.05418444           -0.63600109
3708-bus  -0.2022490786  -0.578535459 -0.2596656814 -0.7746296  -0.10166500 -0.390422161          -0.29999168           -0.42837083
5477-bus  -0.7069340078   0.369845296 -0.2596216190  0.1889772  -1.22853007 -0.125710682          -0.29999168            0.04621261
6074-bus   0.0845037221  -1.194982950 -0.2595280118  0.1889772  -0.30052354 -0.877491284           1.17485179            0.34282727
8716-bus  -0.3131268282   0.464683371 -0.2595106508  1.6343874  -0.23423736  0.340181522          -1.28322066            1.17334830
8386-bus  -0.1907789665   0.749197598 -0.2595034425  0.1889772   0.42862444  0.255473848          -0.79160617           -0.22074057
8698-bus  -0.4201812071   0.701778560 -0.2594871983  1.1525840  -0.30052354  0.488419950          -1.03741341            1.23267123
8680-bus  -0.5081187327   0.654359522 -0.2594834418  0.6707806  -0.36680973  0.446066113          -1.03741341            1.20300976
8770-bus  -0.4928252500   0.749197598 -0.2594555221  1.1525840  -0.30052354  0.551950705          -1.28322066            0.96571804
8743-bus  -0.2366594147   0.512102409 -0.2594541007  1.6343874  -0.10166500  0.213120011          -1.52902790            0.43181166
8719-bus  -0.4698850259   0.701778560 -0.2594509534  1.1525840  -0.36680973  0.499008409          -1.03741341            1.05470244
5490-bus   1.0671099859  -3.565934839 -0.2594254703 -0.2928262  -2.48796750 -1.502210375          -2.02064239           -1.58516798
8695-bus  -0.5539991808   0.606940485 -0.2594180589  0.6707806  -0.36680973  0.414300736          -1.03741341            1.14368683
5791-bus   0.0653868688  -1.100144875 -0.2592434337 -0.2928262  -0.63195445 -0.019826090          -0.79160617           -0.22074057
8776-bus  -0.3360670522   0.559521447 -0.2592042446  1.6343874  -0.16795118  0.467243032          -1.52902790            0.90639511
7203-bus   0.4477239364  -3.471096763 -0.2591693196  0.1889772   0.03090736 -1.946925660           0.19162281            0.81741071
5279-bus   0.1533243943   0.891454711 -0.2590107355  0.1889772  -0.49938209  0.371946899          -1.28322066           -0.63600109
8119-bus  -0.3360670522   0.844035673 -0.2589025086 -0.2928262   1.15777243 -0.210418356          -0.05418444            1.26233269
9190-bus   0.2527320319   0.227588183 -0.2587096087 -0.7746296   0.62748298  0.382535358           0.19162281            0.31316580
8345-bus   0.2909657387   0.654359522 -0.2586293014 -0.2928262   0.36233826  0.287239226          -0.05418444           -0.48769376
6258-bus  -0.3666540176   0.464683371 -0.2583585309  0.6707806  -0.03537882  0.562539164          -0.29999168           -0.90295428
8459-bus   0.0883270928   0.891454711 -0.2583483782  1.6343874   0.29605208  0.530773787           0.19162281            0.01655115
8337-bus  -0.6189964823   0.844035673 -0.2583124379 -0.2928262   1.29034479  0.414300736          -0.05418444           -0.39870937
5999-bus   0.0577401274  -0.910468724 -0.2583122349  0.1889772  -0.23423736 -0.718664396           1.17485179            0.22418141
7460-bus  -0.6725236717  -0.341440271 -0.2582792388 -0.2928262   1.09148625  0.139000797           0.19162281           -0.87329281
6526-bus  -0.2098958199  -0.056926044 -0.2582436031  1.1525840  -0.03537882  0.287239226          -1.28322066           -0.19107911
8909-bus  -0.5692926635   0.227588183 -0.2581580165 -0.2928262   0.36233826 -0.146887600          -0.79160617            0.63944192
8013-bus   0.1609711357   0.844035673 -0.2580728360  1.6343874   0.29605208  0.456654573           0.19162281            0.04621261
8073-bus   0.2106749545   0.844035673 -0.2579648120  2.1161908   0.22976590  0.435477654           0.19162281            0.07587408
5258-bus  -0.7069340078   0.512102409 -0.2579494816  3.0797976  -1.49367480 -0.273949111          -2.02064239            0.93605657
5188-bus  -0.5692926635   0.275007220 -0.2579281610  3.0797976  -1.36110243  0.043704665          -2.02064239            1.58860881
7327-bus  -0.2595996387   0.654359522 -0.2578342493 -0.2928262   0.69376916  0.329593062          -0.05418444            0.13519701
11789-bus  0.1342075409   0.796616636 -0.2577906945 -0.2928262   1.82063423  0.414300736          -0.54579893            0.63944192
8305-bus   0.1953814717   0.606940485 -0.2577827754 -0.2928262   0.36233826  0.319004603          -0.05418444           -0.51735523
5890-bus  -0.2022490786   0.464683371 -0.2576931278 -0.7746296  -0.16795118  0.170766175           0.19162281           -0.42837083
5924-bus  -0.1640153718   0.417264334 -0.2576931278 -0.7746296  -0.23423736  0.149589256          -0.05418444           -0.48769376
8019-bus   0.0921504635   0.796616636 -0.2575676413  1.6343874   0.29605208  0.477831491           0.43743005           -0.01311032
7353-bus   0.0730336101  -2.190782743 -0.2575138324  1.6343874  -0.03537882 -0.559837508           0.43743005            0.22418141
6636-bus   0.4400771950   0.132750107 -0.2575082484  0.1889772   0.95891389 -0.252772192          -0.05418444            0.19451994
9529-bus  -0.2863632334   0.606940485 -0.2574790089 -0.7746296   0.69376916  0.446066113          -0.05418444            0.07587408
3880-bus  -0.3743007590   0.180169145 -0.2574465205 -0.7746296   0.16347972  0.287239226          -0.05418444           -0.93261574
7649-bus  -0.5463524394   0.037912032 -0.2573105768 -0.2928262   0.69376916 -0.136299141          -0.29999168            1.05470244
9166-bus   0.2068515838   0.417264334 -0.2572825556 -0.7746296   0.69376916  0.435477654          -0.05418444            0.01655115
7039-bus  -0.1793088545   0.037912032 -0.2572286451  0.1889772   0.69376916  0.297827685           0.19162281           -0.51735523
11494-bus -0.6534068184  -0.625954497 -0.2571908774  0.1889772  -1.16224389 -0.803372069          -1.03741341           -0.90295428
6846-bus   0.2718488853   0.037912032 -0.2571697599  0.1889772   0.82634153 -0.168064519          -0.54579893           -0.72498549
7596-bus  -0.4737083966  -0.294021233 -0.2571691507 -0.2928262   0.69376916 -0.337479866          -0.29999168            1.14368683
8270-bus   0.0883270928   0.606940485 -0.2571623485 -0.2928262   0.36233826  0.255473848           0.19162281           -0.36904790
8576-bus   0.0271531620   0.938873749 -0.2571541248  1.6343874   0.36233826  0.573127623           0.19162281           -0.01311032
3691-bus  -0.1257816650   0.180169145 -0.2571097579 -0.7746296  -0.30052354  0.149589256           0.19162281           -1.31821479
6824-bus   0.1227374289   0.749197598 -0.2570863053  1.1525840  -0.96338535  0.509596868          -0.54579893            0.46147313
7547-bus  -0.3857708710  -0.104345082 -0.2570190949 -0.2928262   0.42862444 -0.305714488          -0.29999168            1.02504097
6576-bus  -0.1793088545   0.132750107 -0.2569702608  1.6343874  -0.03537882  0.276650767          -1.52902790           -0.25040204
7504-bus  -0.3551839056  -0.625954497 -0.2569275182 -0.2928262   0.56119680 -0.612779804          -0.29999168            1.11402537
7397-bus  -0.4469448018   0.559521447 -0.2568269057  0.6707806   0.42862444  0.403712277           0.43743005           -0.60633962
8385-bus  -0.1831322252   0.701778560 -0.2568229462 -0.2928262   0.82634153  0.329593062          -1.03741341            0.84707218
6058-bus  -0.6228198529   0.037912032 -0.2566086243 -0.7746296  -0.03537882 -0.051591468           0.43743005           -0.90295428
9604-bus   0.1074439462   0.559521447 -0.2565889282 -0.7746296   0.82634153  0.403712277          -0.54579893            0.22418141
8142-bus   0.1992048424   0.749197598 -0.2564014092  2.1161908   0.29605208  0.414300736           0.43743005            0.07587408
7851-bus  -0.6304665943   0.417264334 -0.2563882108  1.1525840   0.62748298  0.509596868           0.43743005           -0.84363135
7860-bus  -0.4125344658  -0.199183157 -0.2563629307  0.6707806   0.56119680  0.340181522          -0.54579893            0.16485847
5189-bus  -0.5501758101   0.559521447 -0.2561719598  2.5979942  -1.29481625  0.043704665          -2.02064239            1.44030148
5954-bus  -0.4431214312   0.227588183 -0.2559581455 -0.7746296  -0.10166500  0.086058501           0.19162281           -0.72498549
6982-bus   0.2642021439   0.132750107 -0.2559193625 -0.7746296   0.49491062  0.202531552           0.19162281            0.13519701
6115-bus   0.7497702198  -0.009507006 -0.2558777367 -0.7746296   0.22976590  0.308416144          -2.02064239            0.28350434
3766-bus  -0.5195888447  -0.056926044 -0.2557213863 -0.7746296  -0.16795118  0.223708471           0.68323730           -0.30972497
7489-bus   0.0042129379   0.085331069 -0.2556916391 -1.2564330   0.56119680  0.403712277          -0.29999168            0.46147313
7896-bus  -0.0263740275   0.749197598 -0.2556708262  0.1889772  -0.23423736  0.287239226          -0.05418444            0.10553554
8368-bus  -0.2366594147   0.701778560 -0.2556221951 -0.2928262   0.76005534  0.350769981          -1.03741341            0.75808778
9070-bus  -0.5272355860   0.037912032 -0.2556128547 -0.2928262   0.62748298  0.414300736          -0.05418444           -1.14024600
5240-bus  -0.5425290687   0.749197598 -0.2554171121  3.0797976  -1.42738861 -0.231595274          -2.02064239            1.17334830
8958-bus   0.3483162988   0.654359522 -0.2554000557 -0.2928262   0.42862444  0.276650767          -0.79160617           -0.45803230
8901-bus   0.3253760747   0.796616636 -0.2553657398 -0.2928262   0.49491062  0.276650767          -0.79160617           -0.48769376
7686-bus  -0.2175425613  -0.151764120 -0.2553551811 -0.2928262   0.22976590  0.001350828           0.19162281           -0.13175618
6400-bus  -0.3360670522  -0.056926044 -0.2553119309  1.1525840  -0.03537882  0.414300736          -1.03741341           -0.51735523
9713-bus  -0.0951946996   0.844035673 -0.2552653303 -0.7746296   1.48920333  0.297827685          -0.79160617            0.07587408
7941-bus   0.6694794356  -0.009507006 -0.2551871551  0.6707806   0.49491062  0.064881583           0.68323730            0.28350434
9545-bus   0.0653868688   0.512102409 -0.2550780144 -1.2564330   0.76005534  0.340181522           0.19162281            0.22418141
8911-bus   0.3368461868   0.701778560 -0.2549949659 -0.2928262   0.36233826  0.244885389          -0.79160617           -0.45803230
7102-bus  -0.0531376222   0.512102409 -0.2548671443 -0.7746296  -0.03537882  0.435477654           0.19162281           -0.16141764
8742-bus  -0.5616459221   0.180169145 -0.2548438948  2.1161908  -0.30052354  0.446066113          -1.77483515           -0.33938644
8803-bus  -0.5654692928   0.275007220 -0.2548438948  2.1161908  -0.30052354  0.499008409          -1.77483515           -0.39870937
8940-bus  -0.3016567162  -1.574335252 -0.2548313056  0.1889772   0.89262771  0.467243032           1.66646627           -0.28006351
8632-bus  -0.3360670522  -0.531116422 -0.2548182087  0.6707806  -0.43309591  0.033116206          -1.03741341           -0.01311032
6908-bus  -0.4163578364   0.606940485 -0.2548004416  0.6707806   0.03090736  0.467243032           0.68323730           -0.81396988
7781-bus  -0.6572301890   0.464683371 -0.2547618616  0.1889772   1.15777243  0.382535358           0.19162281           -0.19107911
10062-bus -0.5539991808   0.464683371 -0.2547415564 -0.7746296   1.09148625  0.731954511          -1.52902790           -0.84363135
6462-bus  -0.2825398628  -0.104345082 -0.2547059206  1.1525840   0.03090736  0.329593062          -1.03741341           -0.30972497
7955-bus   0.1456776530   0.606940485 -0.2547031794 -0.2928262   0.82634153 -0.316302947          -0.05418444           -0.25040204
7879-bus   0.2450852905   0.464683371 -0.2547031794 -0.2928262   0.69376916 -0.263360651           0.19162281           -0.33938644
7812-bus   0.3100825920   0.322426258 -0.2547031794 -0.2928262   0.62748298 -0.168064519           0.19162281           -0.39870937
7847-bus   0.2450852905   0.322426258 -0.2547031794 -0.2928262   0.56119680 -0.242183733           0.19162281           -0.30972497
5941-bus  -0.2787164921   0.417264334 -0.2546657162 -0.7746296  -0.16795118  0.149589256           0.19162281           -0.42837083
7490-bus  -0.2481295267  -0.910468724 -0.2546324156  3.0797976   0.56119680  0.213120011          -1.03741341            0.69876485
6439-bus  -0.3666540176  -0.009507006 -0.2545824647  1.1525840  -0.03537882  0.414300736          -1.03741341           -0.45803230
7481-bus  -0.2825398628  -0.910468724 -0.2545546465  3.0797976   0.42862444  0.170766175          -1.03741341            0.49113459
5086-bus  -0.2978333455   0.037912032 -0.2545272344  2.5979942  -1.22853007  0.149589256          -2.02064239            1.67759321
7076-bus   0.5777185394  -3.613353876 -0.2545096704  0.1889772  -0.43309591 -2.804590853          -0.05418444            0.81741071
7026-bus   0.1915581011   0.369845296 -0.2544742377 -0.7746296   0.49491062  0.287239226          -0.05418444            0.04621261
7704-bus   0.3177293334  -0.104345082 -0.2544253021 -0.2928262   0.56119680 -0.125710682           0.68323730           -0.57667816
5144-bus  -0.4469448018   0.132750107 -0.2544199212  2.5979942  -1.29481625  0.160177716          -2.02064239            1.58860881
6560-bus  -0.5807627755   0.654359522 -0.2537742142 -0.7746296   0.56119680  0.350769981           0.68323730           -0.84363135
5164-bus  -0.4775317673   0.227588183 -0.2537319792  2.5979942  -1.22853007  0.064881583          -2.02064239            1.46996295
5012-bus  -0.1448985184  -0.436278346 -0.2537016229  1.6343874  -1.55996098  0.001350828          -2.02064239            1.46996295
7377-bus   0.4247837123  -2.333039857 -0.2536372552 -0.7746296  -0.03537882 -1.533975752           0.43743005           -0.22074057
8605-bus  -0.1487218891   0.132750107 -0.2536191836 -0.2928262   0.69376916  0.181354634          -1.28322066           -0.01311032
4996-bus  -0.0990180703  -0.199183157 -0.2535374549  1.6343874  -1.55996098  0.107235420          -2.02064239            1.44030148
7100-bus   0.2909657387  -1.100144875 -0.2534854735  1.1525840   0.49491062 -0.813960528           0.43743005            0.63944192
11795-bus  0.1800879890   0.844035673 -0.2534564370 -0.7746296   1.88692041  0.467243032          -0.79160617            0.66910339
3684-bus  -0.0646077342   0.464683371 -0.2533196811 -0.7746296  -0.23423736  0.160177716           0.92904454           -0.99193867
9527-bus  -0.2175425613   0.559521447 -0.2532870912 -0.7746296   0.76005534  0.467243032          -0.29999168            0.07587408
5697-bus   0.2718488853  -3.660772914 -0.2532376479  0.6707806  -0.56566827 -3.831671393           0.68323730            2.09285372
8556-bus  -0.3590072763   0.180169145 -0.2531636352 -0.7746296   0.76005534 -0.051591468          -1.52902790           -0.42837083
6079-bus   0.7077131423  -0.009507006 -0.2530649517 -0.7746296   0.03090736  0.308416144          -2.02064239            0.22418141
7388-bus  -0.3895942417  -0.483697384 -0.2529818017  1.1525840  -0.23423736  0.287239226          -1.52902790            0.46147313
7663-bus  -0.8178117574   0.559521447 -0.2528999716  0.1889772   1.15777243  0.424889195          -0.05418444           -0.36904790
5589-bus   1.0556398739  -3.660772914 -0.2527368189  0.6707806  -0.56566827 -3.852848312           0.68323730            2.09285372
7400-bus  -0.4660616552  -0.151764120 -0.2526295056  0.6707806  -0.36680973  0.340181522          -2.02064239            0.46147313
7950-bus  -0.0034338034   0.606940485 -0.2525124458  1.6343874   0.42862444  0.499008409           0.43743005           -0.04277178
11058-bus  0.3368461868  -2.996906385 -0.2524666575 -0.7746296   1.35663097 -5.112874953          -1.77483515            1.85556200
6921-bus   0.2871423680   0.227588183 -0.2524274683 -0.7746296   0.29605208  0.213120011          -0.29999168           -0.25040204
9320-bus  -0.2022490786   0.037912032 -0.2523898021 -0.2928262   0.76005534  0.297827685          -0.54579893           -0.28006351
7012-bus   0.1342075409   0.369845296 -0.2523757915 -0.7746296   0.56119680  0.181354634          -0.29999168           -0.19107911
7263-bus  -0.2672463801   0.559521447 -0.2523633037  0.1889772   0.62748298  0.530773787           0.19162281           -0.16141764
6997-bus   0.2068515838   0.322426258 -0.2523281757 -0.7746296   0.36233826  0.244885389          -0.29999168           -0.07243325
7561-bus  -0.2175425613  -2.190782743 -0.2522411677  1.1525840   0.03090736 -0.729252855          -1.28322066           -0.48769376
5232-bus   1.8050205264  -0.815630648 -0.2522130449 -0.7746296  -1.69253334 -0.157476060           1.66646627           -0.30972497
958-tram  -0.3513605349   0.512102409 -0.0431349438 -0.7746296   1.68806187  0.573127623           0.19162281           -0.16141764
4936-bus  -0.6342899650   0.227588183 -0.2521443116  0.1889772  -1.16224389 -0.168064519          -0.29999168            0.07587408
5643-bus   0.6350690995  -3.660772914 -0.2521250216  0.6707806  -0.56566827 -3.831671393           0.68323730            2.09285372
11297-bus  0.0806803515  -0.151764120 -0.2521160873  2.1161908  -1.55996098  0.139000797          -1.28322066            0.16485847
7043-bus  -0.1563686305   0.227588183 -0.2521081683  0.1889772   0.49491062  0.086058501           0.92904454           -0.54701669
11073-bus  0.4706641604  -2.380458894 -0.2520816699 -1.7382364   1.29034479 -6.087013198          -2.02064239            2.09285372
7152-bus  -0.7566378266   0.132750107 -0.2520197389 -0.2928262   0.95891389  0.393123817          -0.29999168           -0.51735523
7454-bus  -0.3590072763  -0.483697384 -0.2520140534  2.1161908   0.09719354  0.266062307          -1.28322066            0.25384287
7002-bus   0.1609711357   0.417264334 -0.2520090786 -0.7746296   0.49491062  0.191943093          -0.29999168           -0.16141764
8103-bus   0.3253760747  -0.056926044 -0.2519897886  0.1889772   0.16347972  0.001350828           0.19162281            0.60978045
6502-bus  -0.3743007590   0.132750107 -0.2519581124  1.1525840  -0.03537882  0.403712277          -1.03741341           -0.36904790
4714-bus  -0.0875479583  -3.660772914 -0.2518628808 -0.7746296  -2.22282278 -5.737594045           1.66646627           -1.58516798
5381-bus   0.3674331522   0.132750107 -0.2517581057  0.6707806  -0.49938209  0.276650767          -1.03741341           -0.36904790
9194-bus  -0.4775317673   0.654359522 -0.2516666306  0.1889772   0.82634153  0.827250644           0.19162281           -0.33938644
7154-bus   0.1342075409   0.701778560 -0.2516241926 -0.7746296   0.22976590  0.541362246           0.43743005           -0.04277178
5225-bus  -0.4698850259   0.606940485 -0.2515689623  2.5979942  -1.36110243 -0.125710682          -2.02064239            1.38097855
11376-bus -0.4278279485   0.559521447 -0.2515651043 -0.7746296   1.22405861  0.244885389          -0.54579893           -0.42837083
6042-bus   0.6388924702   0.132750107 -0.2515524135 -0.7746296  -0.16795118  0.276650767          -2.02064239            0.07587408
5410-bus   0.5318380912  -1.574335252 -0.2515177931  0.1889772  -0.03537882 -0.390422161          -2.02064239            0.28350434
5137-bus  -0.4163578364   0.085331069 -0.2514678421  2.5979942  -1.22853007  0.054293124          -2.02064239            1.41064002
10646-bus -0.3972409831   0.512102409 -0.2513726105 -0.7746296  -0.69824063  0.139000797           0.43743005           -0.19107911
5717-bus   0.1953814717  -1.432078139 -0.2512661095 -0.2928262  -0.69824063 -0.295126029          -1.03741341           -0.16141764
9474-bus  -0.3628306470   0.844035673 -0.2512045846  2.1161908   1.22405861  0.922546776           0.43743005           -1.43686065
9594-bus  -0.4010643537   0.749197598 -0.2510939209  3.5616010   1.22405861  0.626069919          -0.54579893           -0.07243325
8026-bus  -0.6801704131   0.464683371 -0.2510563562 -0.2928262   1.09148625  0.107235420          -0.05418444            0.93605657
6018-bus   0.5624250567   0.227588183 -0.2509174683 -0.7746296  -0.23423736  0.202531552          -2.02064239           -0.16141764
11306-bus  0.0539167567  -0.531116422 -0.2509134072  2.1161908  -1.49367480  0.011939287          -1.28322066           -0.13175618
7394-bus   0.0080363086  -2.001106592 -0.2508856906  1.6343874  -0.03537882 -0.475129835           0.19162281            0.07587408
6353-bus  -0.2098958199   0.891454711 -0.2508348259 -0.7746296   0.82634153  0.520185328          -0.29999168           -0.01311032
6200-bus  -0.1754854838   0.749197598 -0.2507851796 -0.7746296   0.76005534  0.424889195          -0.54579893            0.28350434
7009-bus   0.1762646184   0.512102409 -0.2507220302 -0.7746296   0.42862444  0.234296930          -0.29999168           -0.07243325
961-tram  -0.6342899650   0.464683371  2.5446823857  1.1525840   0.89262771  1.271965929           2.40388801           -2.20805875
9110-bus  -0.0493142515  -0.199183157 -0.2507092379  2.1161908   0.89262771  0.329593062           0.19162281            0.37248873
7986-bus   0.3406695574  -0.009507006 -0.2506184735  0.1889772   0.03090736  0.096646961           0.19162281            0.60978045
9513-bus  -0.4087110951   0.654359522 -0.2505929904  2.1161908   1.29034479  0.922546776           0.19162281           -1.37753772
7379-bus  -0.2290126733   0.464683371 -0.2505195869  0.6707806   0.62748298  0.530773787           0.19162281           -0.22074057
10667-bus -0.2863632334   0.227588183 -0.2504178576 -0.7746296  -0.63195445  0.128412338           0.43743005           -0.19107911
7830-bus  -0.7872247920   0.464683371 -0.2504116645  1.1525840   0.49491062  0.499008409           0.43743005           -0.90295428
8991-bus   0.2909657387   0.227588183 -0.2503818158 -0.2928262   0.22976590 -0.019826090          -1.03741341           -0.42837083
8472-bus  -0.3704773883   0.606940485 -0.2503167374  0.1889772   0.42862444  0.244885389          -1.03741341            0.10553554
6347-bus  -0.2787164921   0.891454711 -0.2503047573 -0.7746296   0.82634153  0.551950705          -0.05418444           -0.30972497
5198-bus  -0.4163578364   0.464683371 -0.2502343996  2.1161908  -1.42738861  0.022527746          -2.02064239            1.55894735
8935-bus   0.3521396695   0.369845296 -0.2501924693 -0.2928262   0.16347972  0.043704665          -1.03741341           -0.42837083
7762-bus  -0.6992872665   0.749197598 -0.2501871899  0.1889772   1.15777243  0.456654573          -0.05418444           -0.07243325
10621-bus -0.5387056981   0.512102409 -0.2501115529 -0.7746296  -0.83081299  0.033116206           0.19162281           -0.33938644
5018-bus  -0.1601920011  -0.199183157 -0.2500071839  2.1161908  -1.49367480  0.022527746          -2.02064239            1.58860881
11388-bus  0.2603787732  -2.333039857 -0.2499144904  3.0797976  -0.69824063 -0.919845120           0.68323730            1.46996295
5233-bus  -0.5884095169   0.796616636 -0.2498835249  3.0797976  -1.42738861 -0.157476060          -2.02064239            1.08436390
5691-bus   0.3215527041  -3.660772914 -0.2498782455  0.6707806  -0.56566827 -3.831671393           0.68323730            2.09285372
7499-bus  -0.0875479583   0.464683371 -0.2496809800  1.6343874  -0.23423736  0.446066113          -0.29999168            0.04621261
7793-bus  -0.3093034575  -0.009507006 -0.2494859480  1.6343874   0.82634153  0.583716083          -0.54579893            0.19451994
7047-bus  -0.2863632334  -1.479497177 -0.2494516322  2.1161908  -0.63195445 -0.136299141          -2.02064239           -0.28006351
10679-bus -0.1869555959  -0.104345082 -0.2493482784 -0.7746296  -0.49938209  0.043704665           0.43743005           -0.25040204
7630-bus  -0.7260508612   0.844035673 -0.2491879685 -0.2928262   1.29034479  0.541362246          -0.29999168           -0.16141764
4720-bus  -0.1984257079  -3.660772914 -0.2491844151 -0.7746296  -2.22282278 -5.599944076           1.66646627           -1.58516798
7055-bus  -0.5578225515   0.464683371 -0.2491371038 -0.2928262  -0.23423736  0.477831491          -1.52902790            1.23267123
5374-bus   0.3980201176   0.180169145 -0.2490787262  0.6707806  -0.63195445  0.361358440          -0.79160617           -0.25040204
6030-bus   0.5280147206   0.132750107 -0.2490125311 -0.7746296  -0.23423736  0.149589256          -1.77483515           -0.22074057
9232-bus  -0.3093034575  -0.199183157 -0.2489695855 -0.2928262   0.62748298  0.213120011          -0.54579893           -0.63600109
7415-bus  -0.4240045778   0.227588183 -0.2489652199  0.6707806   0.56119680  0.234296930           0.68323730           -0.57667816
7089-bus   0.0577401274   0.606940485 -0.2489483665 -0.7746296   0.56119680  0.308416144          -0.05418444            0.16485847
6446-bus   0.6618326942  -3.565934839 -0.2489220712  4.5252078  -0.69824063 -6.330547759          -0.79160617            2.09285372
7519-bus  -0.1525452598  -0.768211610 -0.2489100911  3.5616010   0.95891389  0.414300736          -0.54579893            0.75808778
5030-bus  -0.1946023372  -0.151764120 -0.2488548608  2.1161908  -1.42738861  0.064881583          -2.02064239            1.70725467
8183-bus  -0.0875479583   0.938873749 -0.2488460280 -0.7746296   0.76005534  0.276650767          -0.05418444           -0.25040204
7472-bus  -0.1181349237  -1.100144875 -0.2488107984  2.1161908  -0.10166500 -0.062179927          -0.05418444           -0.13175618
7439-bus  -0.3169501989   0.227588183 -0.2487868382  0.6707806   0.49491062  0.488419950           0.43743005           -0.39870937
8099-bus  -0.6342899650   0.512102409 -0.2486380007 -0.2928262   1.09148625  0.086058501          -0.29999168            0.84707218
