          X6_PropComm  X8_Balance X9_LUEntropy X10_HousingDiv X11_IntDensity X12_CycleConnect X13_DestScore   X16_CBDDist
12522-bus  0.4209603416   0.606940485 -0.3738644479 -0.2928262   1.15777243  0.393123817          -0.29999168           -0.25040204
5819-bus  -0.4469448018   0.512102409 -0.3738324671 -0.7746296   0.09719354  0.001350828          -0.29999168           -0.57667816
5024-bus  -0.1601920011   0.559521447 -0.3738194718  0.6707806  -1.02967153  0.414300736          -1.03741341            0.19451994
5205-bus   1.7438465956   0.986292787 -0.3738148016 -0.2928262  -1.49367480  0.244885389           0.92904454           -0.33938644
4162-bus   1.0365230205   0.938873749 -0.3737268798 -1.2564330   0.76005534 -1.163379681           0.19162281            2.09285372
3512-bus   0.1609711357   0.844035673 -0.3735910377 -0.7746296   0.22976590 -0.146887600          -0.05418444            0.90639511
10859-bus -0.3398904229  -0.341440271 -0.3735591584 -0.7746296  -0.16795118 -0.019826090           0.68323730            0.34282727
5009-bus  -0.2404827853   0.606940485 -0.3734672772  0.1889772  -1.02967153  0.340181522          -1.03741341            0.01655115
5075-bus  -0.0684311049   0.559521447 -0.3734374284  0.1889772  -1.02967153  0.446066113          -0.79160617            0.43181166
11237-bus -0.1104881823   0.512102409 -0.3734275804  1.1525840  -1.42738861  0.329593062          -0.79160617            0.63944192
6588-bus   0.1800879890  -0.531116422 -0.3733347854 -0.7746296   0.29605208  0.022527746           1.17485179           -0.63600109
5054-bus  -0.1219582944   0.417264334 -0.3731734602 -0.7746296  -0.36680973  0.139000797          -0.54579893            1.20300976
5334-bus   0.2144983251   0.701778560 -0.3731681808 -0.7746296  -0.69824063 -0.030414550           1.17485179           -1.58516798
7107-bus  -0.3704773883  -2.285620819 -0.3731492969 -1.2564330   0.16347972 -0.443364457           0.43743005           -0.19107911
5349-bus   0.2794956266   0.037912032 -0.3730751828 -0.7746296  -0.83081299 -0.273949111           0.92904454           -1.58516798
5044-bus   0.1303841703   1.033711825 -0.3730523393  0.6707806  -0.69824063  0.244885389          -0.05418444            1.38097855
4783-bus  -0.3895942417   0.417264334 -0.3730415776  2.1161908  -0.96338535  0.615481460          -2.02064239            2.09285372
11676-bus  0.0883270928   0.369845296 -0.3730379226 -0.2928262  -1.22853007 -1.491621916           0.92904454           -1.43686065
10655-bus -0.0684311049   0.938873749 -0.3730040128 -0.7746296  -0.16795118  0.287239226           0.68323730            0.40215020
5782-bus  -0.4545915432   0.227588183 -0.3729793420  0.1889772  -1.09595771 -0.136299141           0.68323730           -1.11058454
5358-bus   0.2794956266  -0.294021233 -0.3729147713 -0.7746296  -0.89709917 -0.369245243           0.68323730           -1.55550652
7305-bus   0.0424466447   0.369845296 -0.3729144667  1.1525840  -0.76452681  0.234296930           0.19162281            0.28350434
4912-bus  -0.5348823274   0.796616636 -0.3728460380 -0.2928262  -0.63195445  0.308416144           0.68323730            0.37248873
4075-bus  -0.2098958199  -0.341440271 -0.3728229915 -1.2564330  -1.02967153 -0.379833702          -1.28322066           -0.57667816
6474-bus  -0.2557762680   0.559521447 -0.3728158847 -0.7746296  -0.03537882  0.234296930          -0.05418444           -0.07243325
5881-bus  -0.0684311049   0.464683371 -0.3727734467 -0.2928262  -0.83081299  0.086058501          -0.79160617           -0.10209471
7292-bus   0.1150906875  -0.009507006 -0.3727689796 -0.7746296   0.76005534  0.160177716           0.19162281           -0.25040204
5223-bus   1.8394308625   0.796616636 -0.3727672536 -0.2928262  -1.49367480  0.276650767           1.17485179            0.25384287
10174-bus -0.7872247920   0.464683371 -0.3727350698  0.1889772   0.69376916  0.244885389           1.17485179            1.73691614
10197-bus -0.6419367063  -1.764011404 -0.3726894845 -0.7746296  -0.76452681 -0.559837508           1.66646627           -1.58516798
6745-bus   0.0997972048  -0.815630648 -0.3726562854 -0.7746296   0.03090736  0.149589256          -0.05418444           -0.33938644
4409-bus  -0.2901866041   0.938873749 -0.3726305993  0.6707806  -1.22853007  0.541362246          -0.54579893            1.46996295
8655-bus   0.2986124800  -0.625954497 -0.3726069436 -0.7746296   1.02520007  0.075470042          -0.54579893            0.66910339
5406-bus   0.0959738342  -0.009507006 -0.3724690710 -0.2928262  -0.56566827  0.244885389           0.43743005            0.87673364
2896-bus  -0.2825398628   0.796616636 -0.3723205381 -0.7746296   0.16347972 -0.019826090          -0.05418444            0.40215020
4057-bus  -0.3934176124   0.369845296 -0.3722285553 -1.2564330  -1.02967153 -0.019826090          -1.03741341           -1.11058454
5832-bus  -0.0531376222  -3.328839650 -0.3721891631  0.1889772   0.76005534 -1.957514119           0.43743005            1.26233269
4802-bus  -0.2978333455   0.369845296 -0.3721127138  2.1161908  -0.96338535  0.551950705          -2.02064239            2.09285372
7369-bus  -0.1410751478   0.796616636 -0.3721104802 -0.2928262  -0.23423736  0.319004603           0.43743005           -0.16141764
4399-bus   0.1380309116   0.417264334 -0.3721067238 -0.7746296  -0.89709917  0.128412338          -0.54579893           -0.63600109
4174-bus   1.1626942528   0.559521447 -0.3718748378 -1.2564330   0.16347972 -0.549249049          -0.29999168           -0.93261574
4357-bus   0.0921504635   0.464683371 -0.3717961549 -0.7746296  -0.96338535 -0.062179927          -1.03741341           -0.19107911
4886-bus  -0.5884095169   0.654359522 -0.3717872206 -0.2928262  -0.56566827  0.223708471           0.92904454            0.16485847
4397-bus  -0.2901866041   0.891454711 -0.3717642757  0.6707806  -1.22853007  0.530773787          -0.29999168            1.41064002
5235-bus   2.0726564737   0.701778560 -0.3716803135 -0.2928262  -0.83081299  0.319004603           1.17485179            0.93605657
10772-bus -0.1601920011   0.227588183 -0.3716735112 -0.7746296  -0.69824063 -0.115122223          -0.05418444            0.16485847
5382-bus   0.1992048424  -0.768211610 -0.3716715822 -0.2928262  -0.63195445 -0.559837508           0.43743005           -1.31821479
4402-bus   0.0692102394   0.559521447 -0.3716202099 -0.7746296  -0.23423736  0.149589256           0.19162281           -0.48769376
12384-bus -0.1372517771   0.369845296 -0.3716113772  1.1525840   0.03090736  0.361358440           0.92904454            1.44030148
4084-bus  -0.6954638958   0.464683371 -0.3715272119 -0.7746296  -0.56566827 -0.231595274          -0.79160617           -1.58516798
5288-bus  -0.2672463801   0.037912032 -0.3714956372 -0.2928262  -1.29481625  0.086058501          -0.29999168            0.01655115
4970-bus  -0.2825398628   0.132750107 -0.3714685297  0.1889772  -0.96338535  0.287239226          -1.03741341            0.16485847
5245-bus  -0.1793088545   0.275007220 -0.3714138071  0.1889772  -1.22853007  0.160177716          -0.29999168            0.34282727
11693-bus -0.0990180703   0.606940485 -0.3714120811  0.1889772  -0.83081299 -0.030414550          -0.79160617            0.60978045
4039-bus  -0.4087110951   0.559521447 -0.3714001010 -0.7746296  -0.49938209 -0.030414550          -0.29999168           -1.58516798
4081-bus  -0.8483987228   0.132750107 -0.3713170525 -0.7746296  -0.63195445 -0.316302947          -0.79160617           -1.58516798
6704-bus  -0.0684311049   0.796616636 -0.3712898435  2.1161908  -1.02967153  0.594304542          -0.79160617            0.75808778
3866-bus   0.4553706777   0.938873749 -0.3712820260 -1.2564330  -0.96338535  0.170766175          -0.54579893            1.29199416
11251-bus -0.2940099748  -0.246602195 -0.3712680153  1.1525840  -1.16224389  0.170766175          -1.03741341            0.69876485
5080-bus   0.1724412477   0.986292787 -0.3712500452  0.6707806  -0.63195445  0.319004603          -0.05418444            1.46996295
5111-bus   0.0347999033   0.654359522 -0.3712428368  0.1889772  -1.02967153  0.520185328          -0.29999168            0.55045752
4099-bus  -0.7528144559   0.275007220 -0.3712331918 -0.7746296  -0.49938209 -0.326891406          -1.03741341           -1.58516798
7966-bus   0.2183216958   0.749197598 -0.3712191812 -0.2928262  -0.30052354  0.308416144          -0.05418444           -0.16141764
8062-bus   0.1227374289   0.701778560 -0.3712191812  0.1889772  -0.30052354  0.287239226          -0.29999168            0.04621261
7952-bus   0.3062592214   0.512102409 -0.3712191812 -0.2928262  -0.43309591  0.223708471          -0.29999168           -0.01311032
8138-bus   0.0462700154   0.701778560 -0.3712191812  0.1889772  -0.43309591  0.297827685          -0.29999168           -0.01311032
8075-bus   0.2106749545   0.606940485 -0.3712191812  0.1889772  -0.43309591  0.223708471          -0.29999168            0.04621261
8110-bus   0.1495010236   0.654359522 -0.3712191812  0.1889772  -0.43309591  0.255473848          -0.29999168           -0.01311032
4372-bus   0.1571477650   0.464683371 -0.3712047645 -0.7746296  -0.10166500  0.054293124          -0.05418444           -0.60633962
8392-bus  -0.1296050357   0.369845296 -0.3711836470  0.6707806  -0.49938209  0.170766175           0.19162281           -0.28006351
5685-bus  -0.4775317673   0.180169145 -0.3711774539 -0.2928262  -0.03537882  0.107235420           0.43743005            0.60978045
8302-bus  -0.0646077342   0.559521447 -0.3711699410  0.6707806  -0.49938209  0.244885389          -0.05418444           -0.10209471
8191-bus   0.1533243943   0.606940485 -0.3711695349  0.1889772  -0.49938209  0.276650767           0.19162281           -0.19107911
10838-bus -0.1372517771   0.417264334 -0.3711653723 -0.7746296  -0.56566827 -0.221006815           0.43743005           -0.04277178
6739-bus   0.1418542823  -0.341440271 -0.3711046596 -0.7746296   0.03090736  0.297827685          -0.05418444           -0.33938644
12122-bus -0.0149039154   0.417264334 -0.3711008016  0.1889772  -0.49938209  0.011939287           0.43743005            2.09285372
4378-bus   0.1877347304   0.369845296 -0.3710855727 -0.7746296  -0.83081299  0.086058501          -0.54579893           -0.36904790
8832-bus  -0.0569609929  -0.815630648 -0.3710682117  1.6343874  -0.96338535 -0.379833702          -0.54579893            0.04621261
4042-bus  -0.3704773883   0.369845296 -0.3710400889 -1.2564330  -1.16224389  0.001350828          -1.03741341           -0.99193867
8434-bus  -0.1066648117   0.085331069 -0.3709909502  0.6707806  -0.49938209  0.096646961           0.43743005           -0.28006351
5937-bus  -0.6189964823   0.322426258 -0.3709873968  0.1889772  -0.56566827  0.340181522           0.43743005            0.34282727
11601-bus  0.2030282131  -2.902068310 -0.3709869907  0.6707806  -0.56566827 -3.852848312           0.68323730            2.09285372
12110-bus  0.0118596793   0.417264334 -0.3709772441  0.1889772  -0.56566827  0.096646961           0.68323730            2.09285372
4063-bus  -0.6342899650   0.369845296 -0.3709049574 -0.7746296  -0.83081299 -0.178652978          -0.29999168           -1.58516798
10159-bus  0.0462700154   0.322426258 -0.3708933835 -1.2564330   1.35663097 -0.072768386          -0.54579893            0.46147313
6775-bus  -0.0301973981   0.464683371 -0.3708733828 -0.2928262   0.29605208  0.361358440          -0.05418444           -0.39870937
5810-bus  -0.4507681725   0.369845296 -0.3708474936  0.6707806  -1.02967153  0.054293124           0.92904454           -1.05126160
12561-bus -0.2175425613   0.322426258 -0.3708428234  1.6343874   0.29605208  0.329593062           0.92904454            1.32165562
3529-bus  -0.2710697507   0.749197598 -0.3708240410 -1.2564330  -0.56566827  0.096646961           0.68323730           -0.63600109
3869-bus   0.3559630401   1.033711825 -0.3707896236 -1.2564330  -0.89709917  0.266062307          -0.54579893            0.49113459
6697-bus  -0.0799012169   0.417264334 -0.3707707397 -0.2928262   0.22976590  0.371946899          -0.29999168           -0.45803230
5281-bus  -0.3131268282   0.037912032 -0.3707447490 -0.7746296  -1.29481625  0.128412338          -0.29999168           -0.25040204
4948-bus  -0.4354746898   0.369845296 -0.3707436322  0.6707806  -0.96338535  0.308416144          -0.79160617            0.49113459
8356-bus  -0.2901866041  -0.104345082 -0.3707402819  0.6707806  -0.83081299  0.181354634          -1.77483515            0.55045752
7331-bus  -0.1601920011   0.796616636 -0.3707300277 -0.2928262  -0.16795118  0.287239226           0.43743005           -0.19107911
4395-bus  -0.3360670522   0.844035673 -0.3707131743  0.6707806  -1.29481625  0.499008409          -0.54579893            1.32165562
4892-bus  -0.5539991808   0.891454711 -0.3706057596  0.1889772  -0.63195445  0.382535358           0.68323730            0.40215020
11888-bus  0.0921504635   0.844035673 -0.3705908352  1.6343874  -0.43309591  0.594304542           0.68323730            1.14368683
3936-bus  -0.0799012169   0.464683371 -0.3705379400 -0.7746296   0.29605208  0.181354634           0.43743005            0.07587408
8272-bus  -0.1831322252  -0.436278346 -0.3703751934  0.6707806  -0.83081299  0.096646961          -1.77483515            0.60978045
4538-bus  -0.2825398628  -2.190782743 -0.3703552943 -1.2564330  -0.69824063 -1.163379681          -0.79160617           -0.84363135
3769-bus   0.4668407898  -0.294021233 -0.3703116380 -1.2564330  -1.42738861 -0.189241437           1.17485179           -0.78430842
10776-bus -0.5845861462   0.369845296 -0.3702949877  0.6707806  -0.83081299  0.319004603          -0.29999168            1.08436390
5079-bus   1.0824034686  -1.242401988 -0.3702768145 -0.7746296  -1.75881952 -0.358656784           1.17485179           -0.72498549
3878-bus   0.2794956266   1.081130862 -0.3702748855 -1.2564330  -0.89709917  0.244885389          -0.29999168           -0.36904790
2887-bus   0.0768569808   0.322426258 -0.3702439200 -0.2928262  -0.03537882  0.054293124          -0.29999168           -0.01311032
10285-bus  0.0997972048   0.275007220 -0.3702439200 -0.2928262  -0.03537882  0.022527746          -0.05418444           -0.07243325
10294-bus -0.0340207688   0.417264334 -0.3702439200 -0.7746296  -0.10166500  0.149589256          -0.05418444            0.01655115
