                Factor1       Factor2       Factor3
10600-bus  2.215670e-02  2.637265e-01 -1.6603549622
2913-bus  -1.956250e+00  2.499509e-01 -0.7788408285
4014-bus  -8.017802e-01 -1.847305e-01  0.0016629518
10601-bus  1.055367e-02  2.691777e-01 -1.6735688522
3335-bus  -1.811577e+00  3.753570e-02 -0.2578744782
4011-bus  -7.236057e-01 -1.788974e-01 -0.0341292090
10561-bus -1.633539e+00  2.525722e-01 -0.9413023333
4008-bus  -6.128699e-01 -1.694625e-01 -0.1501879267
10883-bus -7.956662e-01  2.134769e-01 -1.1603410978
10558-bus -1.623422e+00  2.603402e-01 -0.9684227577
4013-bus  -6.069682e-01 -1.851453e-01 -0.1042021134
12213-bus -6.398589e-01  3.007935e-01 -1.5164579590
3077-bus  -1.602109e+00  1.852795e-01 -0.7679985192
12268-bus -1.630938e+00  2.795882e-01 -1.0370708903
10832-bus  1.718585e-01  1.456786e-01 -1.3677923859
10699-bus -1.723226e+00  5.368064e-02 -0.2690136936
10799-bus  2.992201e-01  6.296379e-02 -1.1123132327
10796-bus  2.943586e-01  7.801171e-02 -1.1556885356
10406-bus -2.028428e+00 -3.181229e-02  0.0727039958
10802-bus  2.791047e-01  6.442671e-02 -1.1120374432
10823-bus -3.126579e-01  4.435873e-02 -0.8302625958
10804-bus  3.107458e-01  4.481263e-02 -1.0611632026
10660-bus  5.396568e-02  8.142969e-02 -0.9007511147
10808-bus -4.422643e-01  4.595327e-02 -0.7914084583
10300-bus -1.283698e-01 -7.070901e-02  0.1041056927
10318-bus -5.743024e-01 -8.736853e-02  0.2958700249
10562-bus  5.677672e-02 -1.210073e-01 -0.3437291174
10637-bus  4.197415e-01  1.506938e-01 -1.2003456677
10559-bus  4.024188e-02 -1.542228e-01 -0.2360479324
10525-bus  3.308421e-02 -1.037242e-01 -0.3685987148
10556-bus  4.155507e-01 -1.214499e-01 -0.4555940465
10570-bus  6.775867e-01 -3.914497e-02 -0.8467248476
10519-bus  6.657050e-02 -8.923733e-02 -0.4207350807
10522-bus  1.115558e-02 -7.009136e-02 -0.4648329645
10498-bus  6.480031e-02 -1.192385e-01 -0.2984525307
10633-bus  8.369396e-01  1.661460e-01 -1.3961717376
10597-bus -5.522336e-01 -1.955362e-01  0.1079156555
10555-bus  3.254951e-01 -3.671996e-02 -0.7112901928
10582-bus  1.040291e-01 -4.751443e-02 -0.4837940724
10760-bus  1.522006e-01  2.195063e-01 -1.1911764700
10781-bus -6.323196e-01  6.308636e-02 -0.4523755521
10705-bus  7.552446e-01  2.593040e-01 -1.5300041596
10792-bus -1.216308e+00  9.208285e-02 -0.3342261828
10643-bus  6.096824e-01  2.098564e-01 -1.3790150716
10358-bus -1.339469e+00  1.438083e-01 -0.7325442275
10544-bus  5.963861e-01 -6.507784e-02 -0.7476638443
10672-bus  2.193970e-01  2.180751e-01 -1.2178596273
10723-bus  7.356628e-01  2.439721e-01 -1.4679164637
10594-bus  1.188009e-01  5.823154e-02 -0.7427237391
10693-bus -1.311036e+00 -1.126159e-01  0.4304111994
10514-bus -5.216421e-01 -1.086143e-01 -0.1537839037
10678-bus -7.156524e-01 -6.469723e-02  0.0413288319
10771-bus -2.424124e-01  1.739463e-01 -0.9492220026
10724-bus  3.328240e-02  1.617591e-01 -0.9479981977
10711-bus -1.004833e-01  1.857243e-01 -0.9480621526
10658-bus -4.537474e-02  1.593188e-02 -0.4701566367
10595-bus  2.026121e-01  4.871076e-02 -0.7256047606
10744-bus -1.948967e-01  1.787216e-01 -0.9250009360
10648-bus -1.052415e-01  1.487988e-01 -0.8674343663
10630-bus  2.582064e-01  7.825694e-02 -0.7940827645
10367-bus -2.218022e-01 -3.260812e-02 -0.6005215683
10405-bus -1.702157e-01 -3.714877e-02 -0.3791550766
10396-bus -3.632997e-01 -5.361729e-02 -0.2365521687
10381-bus -1.066493e-01 -4.289168e-03 -0.5587826019
10691-bus  3.294108e-01  1.761341e-01 -1.1284726521
10375-bus -4.889149e-01 -2.178585e-02 -0.4212288137
10675-bus -5.393291e-02  2.354712e-01 -1.1365543735
10684-bus -2.439921e-01  2.035809e-01 -0.9739284155
10490-bus -8.052417e-01 -1.498183e-01  0.1189339527
8675-bus  -1.242326e+00 -5.179875e-02 -0.2384629476
4880-bus  -4.643743e-01  6.776991e-02 -0.8889671738
10529-bus -1.636240e+00  2.645850e-01 -0.9776058983
12554-bus  4.522684e-01 -3.400249e-01  0.2558897389
4031-bus  -6.035067e-01 -2.058441e-01 -0.0417395000
4010-bus  -7.644549e-01 -6.617604e-02 -0.3576353589
2910-bus  -1.977631e+00  2.476531e-01 -0.7643430537
4007-bus  -5.032941e-01 -1.184387e-01 -0.3395801802
12770-bus -1.832349e+00  2.453257e-01 -0.8571063424
12695-bus  6.702370e-01  4.114178e-01 -1.2653696792
4035-bus  -8.058553e-01 -2.080532e-01  0.0810901169
5794-bus  -9.346575e-01  9.688052e-03 -0.5553302813
10535-bus -1.250706e+00  2.327457e-01 -1.0484193126
12769-bus -1.840190e+00  2.026992e-01 -0.7253599599
5749-bus  -9.679585e-01 -3.607233e-02 -0.4061452160
4025-bus  -6.969978e-01 -1.562641e-01 -0.1099992855
4040-bus  -5.233984e-01 -1.867223e-01 -0.1247593256
12662-bus  5.862752e-01  6.148780e-01 -1.6740721806
4016-bus  -1.151990e+00 -1.448089e-01  0.0007440763
10856-bus -8.222520e-01  2.003677e-01 -1.1135972944
2907-bus  -1.952429e+00  2.537174e-01 -0.7905701809
4667-bus  -1.609567e+00  2.143679e-01 -0.8579211167
4353-bus  -8.206342e-01  9.608830e-02 -0.8140276461
12240-bus -1.159079e+00  2.351880e-01 -1.1018494685
6184-bus  -2.003872e+00 -1.996815e-01  0.5204912033
4068-bus  -3.230180e-01 -9.571366e-02 -0.4670976570
4046-bus  -4.700226e-01 -1.558444e-01 -0.2350893611
4205-bus  -2.073057e-02  1.862768e-01 -1.4046076088
7628-bus  -2.558869e-02 -3.272541e-01  0.2466919610
4379-bus  -1.100390e+00  1.606340e-01 -0.8935998981
4376-bus  -1.086050e+00  1.737524e-01 -0.9379878833
4385-bus  -1.091528e+00  1.985888e-01 -1.0125512613
3725-bus  -1.382268e+00  4.664402e-02 -0.4370841157
3731-bus  -1.354394e+00  7.404849e-02 -0.5270575550
4094-bus  -3.274502e-01 -3.530067e-02 -0.6434595143
10511-bus -9.603913e-01  2.153503e-01 -1.1132329105
3761-bus  -1.886637e+00 -1.063549e-01  0.2400399233
4176-bus   4.774223e-02  1.611176e-01 -1.3463769468
5048-bus  -1.370576e+00 -5.623548e-03 -0.3036272814
4029-bus  -4.526110e-01 -1.475651e-01 -0.2657091403
2928-bus  -1.547464e+00  2.139048e-01 -0.8528360052
11032-bus -4.795354e-01  1.769274e-01 -1.1782171608
2961-bus  -2.105987e+00  1.985585e-01 -0.5503696089
10982-bus -5.433454e-01  1.113583e-01 -0.9598757512
11036-bus -7.502955e-01  1.559859e-01 -1.0015238079
4997-bus  -1.491338e+00 -1.697045e-01  0.2311900491
12215-bus -6.623001e-01  2.624741e-01 -1.3852048952
11039-bus -1.483127e+00  1.539681e-01 -0.7094244872
11882-bus  9.132538e-02 -2.590898e-02 -0.3764477110
12032-bus  1.036181e-01 -2.912968e-03 -0.4580797653
12226-bus -6.472537e-02 -1.221255e-02 -0.3649502186
12151-bus  4.232060e-02 -2.404313e-02 -0.3730054467
12348-bus -5.192259e-01  1.799033e-01 -0.7858932506
12621-bus -9.701157e-01  4.633799e-01 -1.4130922585
12681-bus -9.815004e-01  4.729036e-01 -1.4323064107
12599-bus -1.158773e+00  4.956352e-01 -1.3944213024
2890-bus  -1.308780e+00  2.964990e-01 -1.2236961019
10973-bus -9.510565e-01  8.997320e-02 -0.7389812492
7192-bus  -4.021973e-01 -4.096936e-01  0.5849114517
5008-bus  -1.334974e+00 -1.033380e-03 -0.3293806400
4251-bus   1.939693e-01  1.916183e-02 -0.9760265554
11023-bus -4.383591e-01  1.818800e-01 -1.2060640751
3074-bus  -1.067762e+00 -7.473037e-02 -0.1895314877
11017-bus -4.514746e-01  1.697617e-01 -1.1652692483
3058-bus  -1.044904e+00  2.521047e-01 -1.1999837023
4224-bus   3.714937e-01  9.611320e-02 -1.2702510579
4203-bus   8.040618e-01  1.205376e-01 -1.5076821497
3707-bus  -1.090350e+00  3.731475e-02 -0.5326594949
8603-bus  -1.719265e+00 -4.580861e-02 -0.0562436988
10990-bus -4.621404e-01  1.203126e-01 -1.0122145132
3068-bus  -1.305293e+00 -6.422364e-02 -0.1210472515
3701-bus  -1.480441e+00  8.059291e-02 -0.4851568633
4310-bus  -9.264247e-01 -4.623670e-02 -0.3442309916
3704-bus  -1.461695e+00  5.802719e-02 -0.4260757204
3713-bus  -1.045822e+00  1.083943e-01 -0.7662426718
5158-bus  -1.493791e+00 -2.870253e-01  0.5909625189
4260-bus   8.693422e-03 -2.683904e-02 -0.7767030529
2955-bus  -2.107653e+00  1.997005e-01 -0.5522900683
4283-bus  -4.843951e-01 -1.157127e-01 -0.3255635538
3266-bus  -1.621574e+00  2.584794e-01 -0.9893837060
2970-bus  -2.159685e+00  2.319632e-01 -0.6348921164
4118-bus   5.232156e-01  3.248195e-02 -1.1620250430
3082-bus  -9.842674e-01  6.918930e-02 -0.6538543412
4157-bus   7.835152e-01  1.595055e-01 -1.6262258309
4102-bus  -1.367127e+00  3.571360e-02 -0.4076037333
4244-bus   1.246233e-01  5.852787e-03 -0.9115694647
5110-bus  -1.874940e+00 -3.905965e-01  1.0516811394
5014-bus  -1.578852e+00 -2.784985e-01  0.5887524082
4331-bus  -6.051706e-01  6.240032e-04 -0.6168999409
11604-bus -1.960804e+00  2.954036e-01 -0.9117138274
7992-bus  -1.627041e+00  3.049255e-01 -1.0836787437
4140-bus   7.714005e-01  1.523707e-01 -1.6027281557
5057-bus  -1.680728e+00 -3.564726e-01  0.8582744656
4044-bus  -4.449742e-01 -1.059799e-01 -0.3638071257
3076-bus  -7.163110e-01 -2.396704e-02 -0.4827633157
4254-bus  -1.103672e-01 -5.070603e-02 -0.6660017375
5174-bus  -1.375740e+00 -1.846490e-01  0.2429633474
4373-bus  -1.120321e+00  6.024934e-02 -0.5812413979
5087-bus  -1.906626e+00 -3.757784e-01  1.0150743514
3695-bus  -1.525724e+00  7.715897e-02 -0.4595502979
3213-bus  -1.864245e+00  1.942194e-01 -0.6490665848
3734-bus  -1.292155e+00  1.668750e-01 -0.8288491418
4148-bus   8.152803e-01  1.554808e-01 -1.6246195668
3850-bus  -1.070029e+00  2.880123e-01 -1.2640728596
10931-bus -1.852325e+00  5.907459e-02 -0.2916946797
3073-bus  -7.138022e-01 -2.345324e-02 -0.4852987197
2949-bus  -2.146717e+00  1.863045e-01 -0.4984090501
3052-bus  -1.794981e+00  3.006986e-01 -1.0104938550
10966-bus -1.850276e+00  2.039233e-01 -0.7178303672
4358-bus  -6.063014e-01  3.222543e-02 -0.7131691869
3872-bus  -1.900760e+00  2.552758e-01 -0.8196069515
2946-bus  -2.127585e+00  1.854606e-01 -0.5022334718
11011-bus -1.353094e+00  1.480039e-01 -0.7633049797
2952-bus  -2.115583e+00  1.945581e-01 -0.5334088454
4017-bus  -3.996971e-01 -7.020110e-02 -0.5180645750
3070-bus  -8.553155e-01 -2.575659e-02 -0.4075893479
3249-bus  -1.864596e+00  1.746568e-01 -0.5887803642
3719-bus  -1.327290e+00  7.964943e-02 -0.5564655781
5182-bus  -1.282252e+00 -1.015056e-01 -0.0392891033
3234-bus  -1.880248e+00  1.778985e-01 -0.5933669045
11012-bus -1.895108e-01  1.826983e-01 -1.3464681731
10470-bus  8.319983e-03  1.646411e-01 -1.3704729128
3692-bus  -1.327238e+00  5.093237e-02 -0.4678148133
4281-bus  -1.168540e+00  1.733583e-01 -0.9040333626
11020-bus -1.637489e-01  1.740533e-01 -1.3277170117
10999-bus -1.745813e+00  2.321402e-01 -0.8433282595
10505-bus -2.072065e-01  1.272944e-01 -1.1627878827
4004-bus  -7.195126e-01 -5.619015e-02 -0.4371149995
10951-bus -1.530887e+00  7.200291e-02 -0.4455128383
10906-bus -1.192278e+00  2.226204e-01 -1.0310769167
2943-bus  -2.162378e+00  2.101537e-01 -0.5677330894
2940-bus  -2.151897e+00  2.220042e-01 -0.6063654630
3896-bus  -1.703996e+00  2.514345e-01 -0.8965788671
11018-bus -1.703198e-01  1.903285e-01 -1.3750669688
11259-bus -3.427631e-02  3.280291e-01 -1.3744924387
11202-bus  2.465541e-03  3.639620e-01 -1.4942874288
11142-bus  3.580369e-02  3.924642e-01 -1.5932495376
11031-bus  6.502940e-02  4.249325e-01 -1.7096169525
11399-bus  1.044254e+00  1.060572e-01 -1.1454116995
11411-bus  1.032558e+00  5.341299e-02 -0.9569976982
11669-bus  7.100834e-01 -5.350677e-02 -0.5103134695
12378-bus -2.547114e-02 -2.445415e-01  0.1310083424
12525-bus  4.191278e-01 -2.873673e-01  0.0817066098
11579-bus  9.601802e-01  7.963827e-02 -1.0316363202
12399-bus  1.049556e-01 -1.621648e-01 -0.1259524913
12549-bus  3.324893e-01 -2.714541e-01  0.0798695237
12633-bus  6.833518e-01 -1.996580e-01 -0.2298138978
12582-bus  2.916134e-01 -2.249331e-01 -0.0129270640
11519-bus  4.030512e-01  1.009219e-02 -0.8365559343
11384-bus -8.083657e-02 -1.415366e-01 -0.2744656565
10177-bus  9.567998e-01  1.502308e-01 -1.2786548366
10890-bus  3.171289e-01 -6.063514e-02 -0.6790518834
11220-bus  8.059523e-01  3.342592e-01 -1.8184153259
10979-bus -1.412708e+00  2.307648e-01 -0.9950823713
10970-bus -1.390341e+00  2.345157e-01 -1.0133523030
10985-bus -2.207947e-01  2.399175e-01 -1.5108206726
10996-bus -1.565776e-01  2.463006e-01 -1.5501734675
10921-bus -1.216066e+00  2.041626e-01 -0.9670348873
10499-bus -9.226559e-02  1.076079e-01 -1.1648025626
4095-bus  -1.114419e-01 -2.693628e-02 -0.7221390142
12274-bus -1.881776e+00  2.805245e-01 -0.9121234840
3258-bus  -1.868916e+00  1.703222e-01 -0.5751246063
3219-bus  -1.914314e+00  1.819848e-01 -0.5948397459
10442-bus -1.166698e+00  1.929561e-01 -0.9778925326
4153-bus  -1.659969e+00  2.904890e-01 -1.0180579827
4065-bus  -4.048880e-01 -7.250308e-02 -0.4698111060
11119-bus -1.140595e+00 -2.741554e-01  0.4173154780
10927-bus -1.331774e+00  2.270072e-01 -1.0075441642
10843-bus -1.733998e+00  2.750035e-01 -0.9662731507
4032-bus  -3.221703e-01 -8.261758e-02 -0.4969677192
10429-bus -1.151074e+00  2.073921e-01 -1.0268664372
3808-bus  -1.031789e+00  2.990892e-01 -1.3082763411
4056-bus  -4.169544e-01 -7.373999e-02 -0.4593136705
10840-bus -1.174238e+00  2.949738e-01 -1.2592073098
7784-bus  -1.604818e+00  3.063350e-01 -1.0951193944
5239-bus  -3.824056e-01 -7.413934e-02 -0.4796697306
3805-bus  -1.033350e+00  2.973263e-01 -1.3024727317
10922-bus -1.626004e+00  5.376693e-02 -0.3572253910
3117-bus  -1.068966e+00  1.951266e-01 -0.9510817200
6054-bus  -1.515497e+00  2.759579e-01 -1.0738402722
10942-bus -1.633550e+00  6.989514e-02 -0.4038558247
4179-bus  -7.508088e-01 -7.869797e-02 -0.3219144425
3138-bus  -1.103096e+00  1.988321e-01 -0.9522394977
4185-bus  -1.050689e+00 -1.999684e-01  0.1672853224
9047-bus  -1.337047e+00 -1.110387e-01 -0.0193846508
4074-bus  -5.323793e-01 -8.329095e-02 -0.3920301187
6037-bus  -2.190389e+00 -3.661421e-01  1.0844051901
3114-bus  -1.113133e+00  1.881719e-01 -0.9154539687
3996-bus  -1.021509e+00 -1.853157e-01  0.0967435021
4037-bus  -5.728515e-01 -1.105700e-01 -0.2994915844
3998-bus  -6.254822e-01 -1.282454e-01 -0.2341460071
3135-bus  -1.160397e+00  1.991635e-01 -0.9359996439
3090-bus  -1.153869e+00  1.848989e-01 -0.8934606593
3953-bus  -1.952768e+00 -2.119744e-02  0.0102123993
4483-bus  -1.428403e+00 -5.483794e-03 -0.2690446192
4050-bus  -8.620201e-01 -1.456961e-01 -0.0640641515
11116-bus -1.181149e+00 -2.778241e-01  0.4410465046
3153-bus  -1.197578e+00  2.019324e-01 -0.9339678144
2967-bus  -2.136331e+00  2.335724e-01 -0.6446689356
3096-bus  -1.112524e+00  1.876829e-01 -0.9152575165
3093-bus  -1.153444e+00  1.844863e-01 -0.8929263644
3677-bus  -1.158734e+00  2.577246e-02 -0.4717658639
6799-bus  -1.022235e+00  1.825928e-01 -1.0006194465
3177-bus  -1.547934e+00  2.026700e-01 -0.7998675693
4134-bus  -3.184165e-01 -9.632338e-02 -0.4320890840
4043-bus  -5.586441e-01 -1.309777e-01 -0.2361539998
3276-bus  -1.783334e+00  1.798805e-01 -0.6300247615
4223-bus   4.835152e-02  5.935022e-02 -1.0482870966
4150-bus  -1.698384e+00  2.876573e-01 -1.0000155775
3156-bus  -1.159301e+00  2.011487e-01 -0.9431362871
5264-bus  -1.179516e+00  4.341781e-02 -0.5125283687
3186-bus  -1.357057e+00  1.365189e-01 -0.7067994593
6796-bus  -1.032535e+00  1.754937e-01 -0.9755644622
3105-bus  -1.174133e+00  1.824780e-01 -0.8805830377
12267-bus -1.675213e+00  2.757116e-01 -0.9910250202
4156-bus  -1.703885e+00  2.792540e-01 -0.9689341431
11125-bus -1.154619e+00 -3.023934e-01  0.5074561747
4202-bus   2.020968e-01  6.218050e-02 -1.1048994043
4143-bus  -2.699008e-01 -7.436577e-02 -0.5131832425
4062-bus  -8.468848e-01 -1.414615e-01 -0.0797120668
3844-bus  -4.553547e-01  1.386312e-01 -1.0789131564
4236-bus  -7.062140e-02  7.374104e-02 -1.0556756696
3126-bus  -2.111322e+00  2.982811e-01 -0.8529121283
10876-bus -1.091714e+00 -7.047856e-02 -0.2006638667
8984-bus  -1.237875e+00 -4.293027e-02 -0.2575277937
4079-bus  -7.853067e-01 -1.441868e-01 -0.0906752640
12679-bus  7.114652e-01 -1.328885e-01  0.0170861077
3354-bus  -1.517440e+00  2.122951e-01 -0.8419009781
5521-bus  -4.688476e-01  3.208767e-01 -1.6456487949
3668-bus  -8.025237e-01  8.491039e-02 -0.7903380774
3674-bus  -1.521245e+00  2.784147e-02 -0.3329309369
3071-bus  -8.646908e-01 -4.261362e-03 -0.4705846721
3489-bus  -1.773744e+00  2.497287e-01 -0.8487946769
4152-bus  -7.641888e-01 -8.701539e-02 -0.2921984585
4080-bus  -3.843506e-01 -9.982704e-02 -0.3811909547
10328-bus -1.329842e+00  2.681713e-01 -1.1270888274
5254-bus  -1.360413e+00 -1.622039e-01  0.1806724322
10339-bus -1.329579e+00  2.677185e-01 -1.1260052441
3108-bus  -1.278153e+00  1.734769e-01 -0.8206301835
5614-bus  -4.258175e-01  3.240453e-01 -1.6689057612
11201-bus -1.266280e+00  2.039560e-01 -0.9579438481
12677-bus  5.497083e-01  2.112755e-01 -0.6228753684
7788-bus  -1.081737e+00 -3.151658e-01  0.7652462784
8258-bus  -5.393054e-01 -1.015619e-01  0.0013683928
8173-bus  -5.336652e-01 -1.644413e-01  0.1877210600
8065-bus  -3.971826e-01 -2.175980e-01  0.3061488424
7979-bus  -6.037921e-01 -1.301967e-01  0.1226444396
8057-bus  -5.336945e-01 -2.152619e-01  0.3600692594
8083-bus  -4.196083e-01 -2.939875e-01  0.4608102047
3087-bus  -1.139222e+00  1.869739e-01 -0.9036728374
3327-bus  -1.331738e+00  2.242976e-01 -0.9348804800
3339-bus  -1.393036e+00  2.215676e-01 -0.9077610722
4173-bus   5.263224e-01  4.176714e-02 -1.1732929075
7945-bus  -8.397953e-01 -1.735542e-01  0.3327282707
7846-bus  -9.494264e-01 -2.525588e-01  0.5662800841
8147-bus  -5.307475e-01 -1.872325e-01  0.2709578035
8029-bus  -5.677027e-01 -1.159227e-01  0.0776601544
8066-bus  -8.477449e-01 -1.425047e-01  0.2753968234
8078-bus  -8.473981e-01 -1.776643e-01  0.3827225104
8165-bus  -4.894050e-01 -1.293665e-01  0.0916421995
5255-bus  -4.673844e-01 -8.432047e-02 -0.4224187707
8101-bus  -1.046882e+00 -3.725852e-01  0.8094668352
4165-bus  -9.999577e-01  2.893039e-01 -1.2880434808
7521-bus  -9.266863e-01 -4.615679e-01  0.9429975099
3229-bus  -1.557751e+00  3.035582e-01 -1.1025105141
3294-bus  -1.649873e+00  1.989911e-01 -0.7297238094
4235-bus  -1.048858e+00 -1.742181e-01  0.0913432490
4518-bus  -9.925994e-01 -1.038829e-01 -0.1507312380
11195-bus -1.717296e+00  2.707972e-01 -0.9665967520
3378-bus  -1.554317e+00  2.121672e-01 -0.8314852720
3212-bus  -1.576668e+00  3.023602e-01 -1.0931188208
3671-bus  -1.201854e+00  2.236129e-02 -0.4439102655
10301-bus -1.333697e+00  2.851127e-01 -1.1773886074
10364-bus -1.375234e+00  2.588811e-01 -1.0855812272
7605-bus  -1.023194e+00 -4.496485e-01  0.9460174840
11213-bus -6.951758e-01  1.796413e-01 -1.1193840120
10357-bus -1.377198e+00  2.584853e-01 -1.0834069412
4474-bus  -1.217527e+00 -1.285918e-01  0.0100064420
3251-bus  -1.588389e+00  2.819923e-01 -1.0215174927
4193-bus  -4.265231e-01 -2.073393e-01 -0.0589121502
4131-bus  -5.259536e-01 -1.741127e-01 -0.1032569861
12766-bus  4.109646e-01 -3.013508e-01  0.1282864932
12754-bus  7.364132e-01 -2.597625e-01 -0.1011946826
6181-bus  -1.480655e+00  2.510061e-01 -1.0095574131
3501-bus  -1.337854e+00  2.573352e-01 -1.0590041309
3662-bus  -7.346627e-01  9.572797e-02 -0.8439562618
2931-bus  -1.463127e+00  2.294155e-01 -0.9272584037
7529-bus  -9.009882e-01 -4.573374e-01  0.9218989462
3309-bus  -1.357179e+00  2.176400e-01 -0.9063924059
6694-bus  -9.798702e-01  2.015761e-01 -1.0715997109
3450-bus  -1.475719e+00  2.439963e-01 -0.9537631273
11219-bus -1.568676e+00  1.804204e-01 -0.7633339124
4879-bus  -4.972039e-01  1.586374e-01 -1.1519903935
5756-bus  -1.226161e+00  2.974360e-01 -1.2451058018
3926-bus  -1.600669e+00  9.885016e-02 -0.4908987053
5681-bus  -1.246916e+00  2.838139e-01 -1.1964438387
2934-bus  -1.783496e+00  2.183191e-01 -0.7649456624
8023-bus  -3.533461e-01 -3.761242e-01  0.4732655798
4250-bus  -6.134630e-01 -1.211994e-01 -0.2359031086
4548-bus  -4.165243e-01 -5.939702e-02 -0.5226217836
5321-bus  -1.359639e+00  7.259701e-02 -0.5187043510
4154-bus   2.378831e-02 -5.812012e-02 -0.6825136940
10865-bus -1.002528e+00  1.094621e-01 -0.7773622227
4098-bus  -5.177715e-01 -1.679473e-01 -0.1269389411
10274-bus -1.702969e+00  2.908865e-01 -1.0258519230
4231-bus  -1.661669e+00  2.766545e-01 -0.9649675913
3129-bus  -1.587475e+00  1.582716e-01 -0.6493176161
3075-bus  -1.145745e+00  1.830421e-01 -0.8899230004
6634-bus  -1.286542e+00 -1.126996e-01 -0.0460274047
4163-bus   2.123892e-02 -2.139205e-01 -0.2073235791
2937-bus  -1.588531e+00  1.891557e-01 -0.7635402792
4533-bus  -8.762155e-01 -1.011596e-02 -0.4731385840
3402-bus  -2.086788e+00  2.027437e-01 -0.5804855366
2988-bus  -2.156523e+00  2.460600e-01 -0.6763351249
4900-bus  -1.336198e+00 -1.413299e-01  0.0738927890
4166-bus  -1.560507e+00 -2.818295e-01  0.5912347683
3066-bus  -1.192677e+00  1.707886e-01 -0.8367232168
4106-bus  -2.556708e-01 -1.413999e-01 -0.2900698495
10793-bus -1.343577e+00  1.792545e-01 -0.8591658789
4221-bus  -2.534310e-01 -1.600188e-01 -0.2581152904
3525-bus  -1.335301e+00  2.585518e-01 -1.0638442126
6637-bus  -1.545120e+00  1.953818e-01 -0.8195061444
6640-bus  -1.569704e+00  1.938665e-01 -0.8068814583
4275-bus  -1.028617e+00 -1.572938e-01  0.0290265562
4211-bus  -2.820531e-01 -1.898912e-01 -0.1577787007
3659-bus  -4.144453e-01  1.231893e-01 -1.0564792056
7548-bus  -8.838049e-01 -4.618940e-01  0.9304389573
4133-bus  -2.610880e-01 -2.118936e-01 -0.0971941506
4137-bus  -5.220944e-01 -2.770571e-01  0.1829732913
3012-bus  -1.601032e+00  1.243460e-01 -0.5638938330
4130-bus  -5.747737e-01 -2.867249e-01  0.2284616659
4159-bus  -1.081221e+00  2.896848e-01 -1.2600378162
5078-bus  -1.720569e+00 -9.416273e-02  0.1912462811
4124-bus  -6.490781e-01 -3.137364e-01  0.3337763326
5921-bus  -2.097389e+00 -3.385332e-01  0.9751211355
10831-bus -6.762991e-01  1.807692e-01 -1.1262726807
3065-bus  -1.440714e+00  7.572534e-02 -0.4763042020
7201-bus  -3.775620e-01 -4.277500e-01  0.6771246100
4233-bus  -5.854567e-01 -1.598804e-01 -0.1278622469
4229-bus  -1.820472e-01 -1.416434e-01 -0.3370471020
4265-bus  -7.823909e-01 -1.660546e-01 -0.0481744464
4867-bus  -8.321469e-01 -1.604870e-01 -0.0825742805
4245-bus  -2.775225e-01 -1.066825e-01 -0.4143794522
